status,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,airline.name,temperature_2m,precipitation,rain,snowfall,weather_code,cloud_cover,wind_speed_10m,wind_gusts_10m,pressure_msl,surface_pressure,relative_humidity_2m,wind_direction_10m
active,13.0,2023-12-01 00:15:00,2023-12-01 00:15:00,2023-12-01 00:28:00,air canada,4.8,0.2,0.2,0.0,51,100,8.4,14.0,1008.5,999.5,78,97
active,13.0,2023-12-01 00:15:00,2023-12-01 00:15:00,2023-12-01 00:28:00,singapore airlines,4.8,0.2,0.2,0.0,51,100,8.4,14.0,1008.5,999.5,78,97
active,13.0,2023-12-01 00:15:00,2023-12-01 00:15:00,2023-12-01 00:28:00,thai airways international,4.8,0.2,0.2,0.0,51,100,8.4,14.0,1008.5,999.5,78,97
active,13.0,2023-12-01 00:15:00,2023-12-01 00:15:00,2023-12-01 00:28:00,eva air,4.8,0.2,0.2,0.0,51,100,8.4,14.0,1008.5,999.5,78,97
active,19.0,2023-12-01 00:30:00,2023-12-01 00:33:00,2023-12-01 00:48:00,lynx air,4.8,0.2,0.2,0.0,51,100,8.4,14.0,1008.5,999.5,78,97
active,17.0,2023-12-01 00:35:00,2023-12-01 00:35:00,2023-12-01 00:52:00,china airlines,4.8,0.2,0.2,0.0,51,100,8.4,14.0,1008.5,999.5,78,97
active,9.0,2023-12-01 01:00:00,2023-12-01 00:47:00,2023-12-01 01:08:00,cargojet,4.2,0.3,0.3,0.0,51,100,10.8,17.3,1008.7,999.7,84,105
active,0.0,2023-12-01 05:00:00,2023-12-01 05:00:00,2023-12-01 05:00:00,cargojet,1.4,1.7,1.0,0.49,73,100,25.6,37.4,1008.6,999.5,100,70
active,10.0,2023-12-01 06:00:00,2023-12-01 06:00:00,2023-12-01 06:10:00,jet linx aviation,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,10.0,2023-12-01 06:00:00,2023-12-01 06:00:00,2023-12-01 06:10:00,korean air,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,10.0,2023-12-01 06:00:00,2023-12-01 06:00:00,2023-12-01 06:10:00,qatar airways,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,10.0,2023-12-01 06:00:00,2023-12-01 06:00:00,2023-12-01 06:10:00,air tahiti nui,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,10.0,2023-12-01 06:00:00,2023-12-01 06:00:00,2023-12-01 06:10:00,alaska airlines,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,15.0,2023-12-01 06:00:00,2023-12-01 06:01:00,2023-12-01 06:15:00,delta air lines,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,15.0,2023-12-01 06:00:00,2023-12-01 06:01:00,2023-12-01 06:15:00,latam airlines,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,15.0,2023-12-01 06:00:00,2023-12-01 06:01:00,2023-12-01 06:15:00,qantas,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,15.0,2023-12-01 06:00:00,2023-12-01 06:01:00,2023-12-01 06:15:00,westjet,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,19.0,2023-12-01 06:00:00,2023-12-01 06:00:00,2023-12-01 06:18:00,sa avianca,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,19.0,2023-12-01 06:00:00,2023-12-01 06:00:00,2023-12-01 06:18:00,aer lingus,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,19.0,2023-12-01 06:00:00,2023-12-01 06:00:00,2023-12-01 06:18:00,lufthansa,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,19.0,2023-12-01 06:00:00,2023-12-01 06:00:00,2023-12-01 06:18:00,austrian,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,19.0,2023-12-01 06:00:00,2023-12-01 06:00:00,2023-12-01 06:18:00,air canada,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,7.0,2023-12-01 06:10:00,2023-12-01 06:10:00,2023-12-01 06:17:00,air canada,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,44.0,2023-12-01 06:15:00,2023-12-01 06:37:00,2023-12-01 06:58:00,flair airlines,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,0.0,2023-12-01 06:15:00,2023-12-01 06:15:00,2023-12-01 06:15:00,helijet international,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,0.0,2023-12-01 06:15:00,2023-12-01 06:15:00,2023-12-01 06:15:00,empty,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,0.0,2023-12-01 06:25:00,2023-12-01 06:25:00,2023-12-01 06:25:00,helijet international,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,0.0,2023-12-01 06:35:00,2023-12-01 06:35:00,2023-12-01 06:35:00,kf cargo,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,13.0,2023-12-01 06:40:00,2023-12-01 06:53:00,2023-12-01 06:53:00,air canada,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
unknown,0.0,2023-12-01 06:40:00,2023-12-01 06:40:00,2023-12-01 06:40:00,kf cargo,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,20.0,2023-12-01 06:45:00,2023-12-01 07:08:00,2023-12-01 07:04:00,aeromexico,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,20.0,2023-12-01 06:45:00,2023-12-01 07:08:00,2023-12-01 07:04:00,korean air,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,20.0,2023-12-01 06:45:00,2023-12-01 07:08:00,2023-12-01 07:04:00,westjet,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,20.0,2023-12-01 06:45:00,2023-12-01 07:08:00,2023-12-01 07:04:00,delta air lines,1.6,0.6,0.6,0.0,53,98,25.0,40.3,1008.5,999.4,99,72
active,17.0,2023-12-01 07:00:00,2023-12-01 07:27:00,2023-12-01 07:16:00,alphasky,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,17.0,2023-12-01 07:00:00,2023-12-01 07:27:00,2023-12-01 07:16:00,british airways,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,17.0,2023-12-01 07:00:00,2023-12-01 07:27:00,2023-12-01 07:16:00,iberia,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,17.0,2023-12-01 07:00:00,2023-12-01 07:27:00,2023-12-01 07:16:00,qatar airways,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,17.0,2023-12-01 07:00:00,2023-12-01 07:27:00,2023-12-01 07:16:00,american airlines,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,15.0,2023-12-01 07:00:00,2023-12-01 06:50:00,2023-12-01 07:15:00,air france,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,15.0,2023-12-01 07:00:00,2023-12-01 06:50:00,2023-12-01 07:15:00,klm,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,15.0,2023-12-01 07:00:00,2023-12-01 06:50:00,2023-12-01 07:15:00,virgin atlantic,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,15.0,2023-12-01 07:00:00,2023-12-01 06:50:00,2023-12-01 07:15:00,westjet,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,15.0,2023-12-01 07:00:00,2023-12-01 06:50:00,2023-12-01 07:15:00,delta air lines,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,19.0,2023-12-01 07:00:00,2023-12-01 07:28:00,2023-12-01 07:19:00,air canada,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,19.0,2023-12-01 07:00:00,2023-12-01 07:28:00,2023-12-01 07:19:00,sa avianca,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,19.0,2023-12-01 07:00:00,2023-12-01 07:28:00,2023-12-01 07:19:00,ana,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,19.0,2023-12-01 07:00:00,2023-12-01 07:28:00,2023-12-01 07:19:00,air new zealand,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,19.0,2023-12-01 07:00:00,2023-12-01 07:28:00,2023-12-01 07:19:00,united airlines,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,10.0,2023-12-01 07:00:00,2023-12-01 06:55:00,2023-12-01 07:10:00,lynx air,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:00:00,2023-12-01 06:54:00,2023-12-01 07:22:00,latam airlines,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:00:00,2023-12-01 06:54:00,2023-12-01 07:22:00,westjet,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:00:00,2023-12-01 06:54:00,2023-12-01 07:22:00,aeromexico,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,15.0,2023-12-01 07:20:00,2023-12-01 07:20:00,2023-12-01 07:35:00,air transat,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,15.0,2023-12-01 07:20:00,2023-12-01 07:20:00,2023-12-01 07:35:00,porter,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,8.0,2023-12-01 07:30:00,2023-12-01 07:24:00,2023-12-01 07:38:00,aeromexico,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,8.0,2023-12-01 07:30:00,2023-12-01 07:24:00,2023-12-01 07:38:00,delta air lines,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,8.0,2023-12-01 07:30:00,2023-12-01 07:24:00,2023-12-01 07:38:00,westjet,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,10.0,2023-12-01 07:40:00,2023-12-01 07:40:00,2023-12-01 07:50:00,porter,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,31.0,2023-12-01 07:45:00,2023-12-01 07:45:00,2023-12-01 08:16:00,aeromexico,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,31.0,2023-12-01 07:45:00,2023-12-01 07:45:00,2023-12-01 08:16:00,westjet,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
unknown,0.0,2023-12-01 07:45:00,2023-12-01 07:45:00,2023-12-01 07:45:00,kf cargo,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,42.0,2023-12-01 07:45:00,2023-12-01 07:45:00,2023-12-01 08:26:00,westjet,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,70.0,2023-12-01 07:45:00,2023-12-01 08:55:00,2023-12-01 08:55:00,pacific coastal airlines,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,24.0,2023-12-01 07:55:00,2023-12-01 08:19:00,2023-12-01 08:19:00,virgin australia,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,24.0,2023-12-01 07:55:00,2023-12-01 08:19:00,2023-12-01 08:19:00,air canada,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,16.0,2023-12-01 07:55:00,2023-12-01 08:11:00,2023-12-01 08:11:00,air canada,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:55:00,2023-12-01 08:19:00,2023-12-01 08:17:00,aeromexico,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:55:00,2023-12-01 08:19:00,2023-12-01 08:17:00,china airlines,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:55:00,2023-12-01 08:19:00,2023-12-01 08:17:00,delta air lines,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:55:00,2023-12-01 08:19:00,2023-12-01 08:17:00,emirates,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:55:00,2023-12-01 08:19:00,2023-12-01 08:17:00,korean air,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:55:00,2023-12-01 08:19:00,2023-12-01 08:17:00,klm,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:55:00,2023-12-01 08:19:00,2023-12-01 08:17:00,latam airlines,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:55:00,2023-12-01 08:19:00,2023-12-01 08:17:00,qantas,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,23.0,2023-12-01 07:55:00,2023-12-01 08:19:00,2023-12-01 08:17:00,westjet,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,11.0,2023-12-01 07:55:00,2023-12-01 08:06:00,2023-12-01 08:06:00,air canada,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
active,8.0,2023-12-01 07:55:00,2023-12-01 08:03:00,2023-12-01 08:03:00,air canada,1.6,0.2,0.2,0.0,51,100,22.9,37.8,1008.6,999.5,99,66
unknown,0.0,2023-12-01 08:00:00,2023-12-01 08:00:00,2023-12-01 08:00:00,empty,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,27.0,2023-12-01 08:10:00,2023-12-01 08:13:00,2023-12-01 08:36:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,18.0,2023-12-01 08:10:00,2023-12-01 08:10:00,2023-12-01 08:28:00,virgin australia,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,18.0,2023-12-01 08:10:00,2023-12-01 08:10:00,2023-12-01 08:28:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,31.0,2023-12-01 08:10:00,2023-12-01 08:16:00,2023-12-01 08:40:00,asiana airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,31.0,2023-12-01 08:10:00,2023-12-01 08:16:00,2023-12-01 08:40:00,virgin australia,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,31.0,2023-12-01 08:10:00,2023-12-01 08:16:00,2023-12-01 08:40:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,33.0,2023-12-01 08:10:00,2023-12-01 08:55:00,2023-12-01 08:43:00,united airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,33.0,2023-12-01 08:10:00,2023-12-01 08:55:00,2023-12-01 08:43:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,23.0,2023-12-01 08:10:00,2023-12-01 08:35:00,2023-12-01 08:33:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,29.0,2023-12-01 08:10:00,2023-12-01 08:39:00,2023-12-01 08:39:00,united airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,29.0,2023-12-01 08:10:00,2023-12-01 08:39:00,2023-12-01 08:39:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,15.0,2023-12-01 08:10:00,2023-12-01 08:25:00,2023-12-01 08:25:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,13.0,2023-12-01 08:10:00,2023-12-01 08:23:00,2023-12-01 08:23:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
cancelled,10.0,2023-12-01 08:15:00,2023-12-01 08:25:00,2023-12-01 08:25:00,sa avianca,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
cancelled,10.0,2023-12-01 08:15:00,2023-12-01 08:25:00,2023-12-01 08:25:00,air new zealand,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
cancelled,10.0,2023-12-01 08:15:00,2023-12-01 08:25:00,2023-12-01 08:25:00,united airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
cancelled,10.0,2023-12-01 08:15:00,2023-12-01 08:25:00,2023-12-01 08:25:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,27.0,2023-12-01 08:15:00,2023-12-01 08:26:00,2023-12-01 08:41:00,aeromexico,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,27.0,2023-12-01 08:15:00,2023-12-01 08:26:00,2023-12-01 08:41:00,westjet,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,42.0,2023-12-01 08:20:00,2023-12-01 09:03:00,2023-12-01 09:02:00,air new zealand,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,42.0,2023-12-01 08:20:00,2023-12-01 09:03:00,2023-12-01 09:02:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,25.0,2023-12-01 08:20:00,2023-12-01 08:17:00,2023-12-01 08:45:00,air new zealand,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,25.0,2023-12-01 08:20:00,2023-12-01 08:17:00,2023-12-01 08:45:00,singapore airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,25.0,2023-12-01 08:20:00,2023-12-01 08:17:00,2023-12-01 08:45:00,united airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,25.0,2023-12-01 08:20:00,2023-12-01 08:17:00,2023-12-01 08:45:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,90.0,2023-12-01 08:20:00,2023-12-01 09:50:00,2023-12-01 09:50:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,13.0,2023-12-01 08:25:00,2023-12-01 08:24:00,2023-12-01 08:37:00,aeromexico,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,13.0,2023-12-01 08:25:00,2023-12-01 08:24:00,2023-12-01 08:37:00,china airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,13.0,2023-12-01 08:25:00,2023-12-01 08:24:00,2023-12-01 08:37:00,westjet,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,25.0,2023-12-01 08:30:00,2023-12-01 08:50:00,2023-12-01 08:54:00,virgin australia,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,25.0,2023-12-01 08:30:00,2023-12-01 08:50:00,2023-12-01 08:54:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,122.0,2023-12-01 08:30:00,2023-12-01 10:32:00,2023-12-01 10:32:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,122.0,2023-12-01 08:30:00,2023-12-01 10:32:00,2023-12-01 10:32:00,united airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
cancelled,0.0,2023-12-01 08:30:00,2023-12-01 08:30:00,2023-12-01 08:30:00,pacific coastal airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
unknown,0.0,2023-12-01 08:35:00,2023-12-01 08:35:00,2023-12-01 08:35:00,empty,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,22.0,2023-12-01 08:35:00,2023-12-01 08:34:00,2023-12-01 08:57:00,united airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,22.0,2023-12-01 08:35:00,2023-12-01 08:34:00,2023-12-01 08:57:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,38.0,2023-12-01 08:35:00,2023-12-01 09:13:00,2023-12-01 09:13:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,12.0,2023-12-01 08:35:00,2023-12-01 08:35:00,2023-12-01 08:46:00,air north,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,12.0,2023-12-01 08:40:00,2023-12-01 08:40:00,2023-12-01 08:51:00,cargojet,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,0.0,2023-12-01 08:45:00,2023-12-01 08:45:00,2023-12-01 08:45:00,empty,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,9.0,2023-12-01 08:45:00,2023-12-01 08:54:00,2023-12-01 08:54:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,3.0,2023-12-01 08:45:00,2023-12-01 08:48:00,2023-12-01 08:48:00,united airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,3.0,2023-12-01 08:45:00,2023-12-01 08:48:00,2023-12-01 08:48:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,17.0,2023-12-01 08:50:00,2023-12-01 08:52:00,2023-12-01 09:07:00,westjet,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,15.0,2023-12-01 08:50:00,2023-12-01 08:47:00,2023-12-01 09:04:00,united airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,15.0,2023-12-01 08:50:00,2023-12-01 08:47:00,2023-12-01 09:04:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,14.0,2023-12-01 08:50:00,2023-12-01 08:50:00,2023-12-01 09:03:00,pacific coastal airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,21.0,2023-12-01 08:55:00,2023-12-01 09:16:00,2023-12-01 09:16:00,lufthansa,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,21.0,2023-12-01 08:55:00,2023-12-01 09:16:00,2023-12-01 09:16:00,united airlines,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,21.0,2023-12-01 08:55:00,2023-12-01 09:16:00,2023-12-01 09:16:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,45.0,2023-12-01 08:55:00,2023-12-01 09:05:00,2023-12-01 09:39:00,lynx air,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
unknown,0.0,2023-12-01 08:55:00,2023-12-01 08:55:00,2023-12-01 08:55:00,empty,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,6.0,2023-12-01 08:55:00,2023-12-01 08:45:00,2023-12-01 09:01:00,virgin australia,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,6.0,2023-12-01 08:55:00,2023-12-01 08:45:00,2023-12-01 09:01:00,air canada,2.2,0.4,0.4,0.0,51,100,20.5,33.8,1008.0,998.9,97,56
active,19.0,2023-12-01 09:00:00,2023-12-01 09:01:00,2023-12-01 09:19:00,lufthansa,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,19.0,2023-12-01 09:00:00,2023-12-01 09:01:00,2023-12-01 09:19:00,austrian,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,19.0,2023-12-01 09:00:00,2023-12-01 09:01:00,2023-12-01 09:19:00,turkish airlines,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,19.0,2023-12-01 09:00:00,2023-12-01 09:01:00,2023-12-01 09:19:00,tap air portugal,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,19.0,2023-12-01 09:00:00,2023-12-01 09:01:00,2023-12-01 09:19:00,virgin australia,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,19.0,2023-12-01 09:00:00,2023-12-01 09:01:00,2023-12-01 09:19:00,air canada,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,33.0,2023-12-01 09:00:00,2023-12-01 09:33:00,2023-12-01 09:33:00,air canada,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,11.0,2023-12-01 09:00:00,2023-12-01 09:00:00,2023-12-01 09:11:00,aeromexico,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,11.0,2023-12-01 09:00:00,2023-12-01 09:00:00,2023-12-01 09:11:00,qantas,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,11.0,2023-12-01 09:00:00,2023-12-01 09:00:00,2023-12-01 09:11:00,westjet,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,27.0,2023-12-01 09:00:00,2023-12-01 09:06:00,2023-12-01 09:26:00,air france,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,27.0,2023-12-01 09:00:00,2023-12-01 09:06:00,2023-12-01 09:26:00,delta air lines,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,27.0,2023-12-01 09:00:00,2023-12-01 09:06:00,2023-12-01 09:26:00,qantas,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,27.0,2023-12-01 09:00:00,2023-12-01 09:06:00,2023-12-01 09:26:00,azores airlines,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,27.0,2023-12-01 09:00:00,2023-12-01 09:06:00,2023-12-01 09:26:00,westjet,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,21.0,2023-12-01 09:00:00,2023-12-01 09:00:00,2023-12-01 09:21:00,westjet,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,12.0,2023-12-01 09:05:00,2023-12-01 09:05:00,2023-12-01 09:17:00,air north,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
active,26.0,2023-12-01 09:05:00,2023-12-01 09:06:00,2023-12-01 09:31:00,delta air lines,2.5,0.5,0.5,0.0,53,100,18.5,32.0,1007.5,998.4,96,63
